Ad name,Ad delivery,Attribution setting,Results,Result indicator,Reach,Frequency,Cost per results,Ad set budget,Ad set budget type,Amount spent (EGP),Ends,Quality ranking,Engagement rate ranking,Conversion rate ranking,Impressions,"CPM (cost per 1,000 impressions) (EGP)",Link clicks,shop_clicks,CPC (cost per link click) (EGP),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all) (EGP),Landing page views,Cost per landing page view (EGP),Messaging conversations started,Ad ID,Ad set name,Campaign ID,Campaign name,Ad set ID,Reporting starts,Reporting ends,Bid,Bid type,Objective,Cost per messaging conversation started (EGP)
30 % OFF NEW 22-9-2025 Ad,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120232816058910517,30 % OFF NEW 22-9-2025 Ad set,120232816058890517,30 % OFF NEW 22-9-2025 Campaign,120232816058900517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-25,-,-,-,0,0,,,,,0,0,0,,,,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",archived,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-07,-,-,-,0,0,,,,,0,0,0,,,,120210276120580517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276120480517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210276120540517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",not_delivering,7-day click or 1-day view,54,actions:onsite_conversion.messaging_conversation_started_7d,19061,1.747757,25.00055556,Using campaign budget,0,1350.03,2025-03-11,-,-,-,33314,40.524404,116,,11.63819,0.348202,926,2.779612,1.457916,,,54,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,25.000556
"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-08-13,-,-,-,0,0,,,,,0,0,0,,,,120230585664460517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120230585664290517,"Post: ‎""‎بتحلم ونفسك تكون مصمم ديكور محترف وتعرف إزاي تعمل...‎""‎",120230585664340517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-09-01,-,-,-,0,0,,,,,0,0,0,,,,120231541259170517,"Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎",120231541258620517,"Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎",120231541258890517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-21,-,-,-,0,0,,,,,0,0,0,,,,120206887841200517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841140517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841160517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-07-06,-,-,-,0,0,,,,,0,0,0,,,,120210249526790517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210249526470517,"المنشور: ‏""‏مش هتلاقي خصومات تاني زي دي للكورسات الهندسية...‏""‏",120210249526700517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,3,actions:onsite_conversion.messaging_conversation_started_7d,3334,1.212358,58.00333333,250,Daily,174.01,Ongoing,-,-,-,4042,43.05047,6,,29.001667,0.148441,44,1.08857,3.954773,,,3,120217545871690517,new campaign in Ramadan,120217545871700517,New Ramadan 4-3-2025,120217545871680517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,58.003333
"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-08-11,-,-,-,0,0,,,,,0,0,0,,,,120230505832910517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230505832610517,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",120230505832690517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-06-29,-,-,-,0,0,,,,,0,0,0,,,,120227819347640517,"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",120227819347260517,"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",120227819347480517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-20,-,-,-,0,0,,,,,0,0,0,,,,120206868474170517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206868474110517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206868474140517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
خصومات الصيف ماكس وريفيت وديكور,not_delivering,7-day click or 1-day view,,,0,0,,500,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120210209924680517,خصومات الصيف ماكس وريفيت وديكور 3-7-2024,120210209924670517,خصومات الصيف 2,120210209924660517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,8,actions:onsite_conversion.messaging_conversation_started_7d,2442,1.464783,27.44375,Using campaign budget,0,219.55,Ongoing,-,-,-,3577,61.37825,17,,12.914706,0.475259,83,2.32038,2.645181,,,8,120217514207490517,New Engagement Ad set with recommended settings,120217514207500517,Ramadan 2025,120217514207480517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,27.44375
Engineering Students 2025 - 02,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120226709068740517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226709068730517,Engineering Students Summer 2025,120226709068750517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-15,-,-,-,0,0,,,,,0,0,0,,,,120215943742280517,Instagram Post,120215943742120517,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,120215943742240517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-13,-,-,-,0,0,,,,,0,0,0,,,,120206701452460517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206701452140517,"Post: ‎""‎🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‎""‎",120206701452410517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-16,-,-,-,0,0,,,,,0,0,0,,,,120216036460990517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460780517,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",120216036460890517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
Engineering Students 2025 - 02,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-06-16,-,-,-,0,0,,,,,0,0,0,,,,120226700277680517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226700277700517,"‎Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎‎ - Copy",120226700277690517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-15,-,-,-,0,0,,,,,0,0,0,,,,120215943485350517,"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",120215943485240517,"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",120215943485330517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
New messages ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120206474912170517,New messages ad set,120206474911880517,New messages campaign,120206474912120517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-02-17,-,-,-,0,0,,,,,0,0,0,,,,120215944354410517,Instagram Post,120215944353120517,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,120215944353220517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-05-22,-,-,-,0,0,,,,,0,0,0,,,,120224806910540517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224806908830517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224806909210517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120213063899690517,Casoural ad,120213063899590517,Casoural ad,120213063899620517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
Promoting website: https://facebook.com/MuttahedaCenter.MTC,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-03-05,-,-,-,0,0,,,,,0,0,0,,,,120206337637660517,[03/04/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120206337637010517,[03/04/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120206337637580517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-01-13,-,-,-,0,0,,,,,0,0,0,,,,120214686263870517,Instagram Post,120214686263640517,منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,120214686263700517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-05-21,-,-,-,0,0,,,,,0,0,0,,,,120224738941850517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224738941530517,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",120224738941680517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-01,-,-,-,0,0,,,,,0,0,0,,,,120212812930900517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212812930040517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212812930670517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
Promoting website: https://facebook.com/MuttahedaCenter.MTC,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-21,-,-,-,0,0,,,,,0,0,0,,,,120205712506100517,[02/20/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120205712505960517,[02/20/2024] Promoting https://facebook.com/MuttahedaCenter.MTC,120205712506070517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-12-20,-,-,-,0,0,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,6,actions:onsite_conversion.messaging_conversation_started_7d,2026,1.418559,41.41,200,Daily,248.46,Ongoing,-,-,-,2874,86.450939,9,,27.606667,0.313152,49,1.704941,5.070612,,,6,120217586123570517,Ramadan 2025,120217586123590517,new ramadan 2 - 5/3/2025,120217586123580517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,41.41
"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-11-05,-,-,-,0,0,,,,,0,0,0,,,,120200637238400517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200637238180517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200637238270517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-21,-,-,-,0,0,,,,,0,0,0,,,,120205712336540517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205712336150517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205712336390517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-16,-,-,-,0,0,,,,,0,0,0,,,,120213158197770517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213158197760517,"‎Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎‎ - Copy",120213158197750517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
منشور Instagram: ‏🚀 دبلومة ديكور احترافية مع خصم...,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2025-01-12,-,-,-,0,0,,,,,0,0,0,,,,120214694473470517,Instagram Post,120214694473350517,منشور Instagram: ‏🚀 دبلومة ديكور احترافية مع خصم...,120214694473450517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
تفاعل رسائل,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120200314809410517,تجربة  22-10,120200314809360517,TEST 22-10,120200314809390517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-17,-,-,-,0,0,,,,,0,0,0,,,,120205236444550517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205236442840517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120205236443940517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-08,-,-,-,0,0,,,,,0,0,0,,,,120213061298830517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213061297450517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213061297580517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
Midterm 2025,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120214691236080517,New Midterm MTC 2025,120214691236070517,Mtc midterm 2025,120214691236060517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-10-23,-,-,-,0,0,,,,,0,0,0,,,,120200131845680517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200131845500517,"Post: ‎""‎خصم حقيقي لكل المهندسين والطلبه في مصر مركز...‎""‎",120200131845610517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-02-16,-,-,-,0,0,,,,,0,0,0,,,,120205154217580517,"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",120205154215610517,"Post: ‎""‎مهندس أو طالب في هندسة.. نفسك تحترف البرامج...‎""‎",120205154217350517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-11-03,-,-,-,0,0,,,,,0,0,0,,,,120212884355220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884354690517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 25% وخصومات خاصة...‎""‎",120212884355090517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
New MTC Midterm 2025,archived,7-day click or 1-day view,,,0,0,,200,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120214686313200517,New Engagement Ad set with recommended settings,120214686313210517,Midterm 2025 MTC Centers,120214686313190517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"المنشور: ‏""‏ب 2000 جنية  بدلا 4400 جنية بس هتقدر تاخد دبلومة...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-09-02,-,-,-,0,0,,,,,0,0,0,,,,23857963477720516,"المنشور: ‏""‏ب 2000 جنية  بدلا 4400 جنية بس هتقدر تاخد دبلومة...‏""‏",23857963477560516,"المنشور: ‏""‏ب 2000 جنية  بدلا 4400 جنية بس هتقدر تاخد دبلومة...‏""‏",23857963477660516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
New Engagement ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120203814439220517,نص السنة 2024,120203814439060517,نص السنة 2024,120203814439120517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-08-24,-,-,-,0,0,,,,,0,0,0,,,,120211275815040517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275813920517,"Post: ‎""‎هتتعلم كل برامج اوتوديسك ياباشمهندس دلوقتي...‎""‎",120211275814200517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
New Engagement Ad with recommended settings,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120214154521170517,New Engagement Ad set with recommended settings,120214154521180517,New Engagement Campaign with recommended settings,120214154521160517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
25-6-2023 AD,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,23855486675660516,New Engagement ad set,23855486675620516,25-6-2023 TEST,23855486675640516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
New Engagement ad,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,23856677809520516,New 13/7/2023,23856677809140516,NEW 13/7/2023,23856677809300516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-05-03,-,-,-,0,0,,,,,0,0,0,,,,23853935257650516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257530516,"Post: ‎""‎طالب في هندسة وعايز تعرف هتعمل أييية اليومين...‎""‎",23853935257600516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2024-12-14,-,-,-,0,0,,,,,0,0,0,,,,120213932234820517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",120213932234670517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",120213932234750517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
Tstt 2023,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,23855486474250516,New Engagement ad set,23855486474100516,test  summer 2023,23855486474150516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
Test 5/7/2023 Engineering,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,23856609297580516,تجربة 5/7/2023,23856609297570516,‎صيف 2023 بتاريخ 5/7/2023‎ – Copy,23856609297560516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
EiD Fitr 22-4,not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,23853803050550516,EID Fitr,23853803050450516,New camp Eid Fetr 22-4,23853803050490516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎لاول مرة في مصر.. هتفــــــهم السيفيل ثري دي...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120211663670600517,"Post: ‎""‎لاول مرة في مصر.. هتفــــــهم السيفيل ثري دي...‎""‎",120211663670450517,"Post: ‎""‎لاول مرة في مصر.. هتفــــــهم السيفيل ثري دي...‎""‎",120211663670510517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حققنا المعادلة الصعبة السنة دي في كورسات الصيف من...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-06-29,-,-,-,0,0,,,,,0,0,0,,,,23855455851660516,"Post: ‎""‎حققنا المعادلة الصعبة السنة دي في كورسات الصيف من...‎""‎",23855455851590516,"Post: ‎""‎حققنا المعادلة الصعبة السنة دي في كورسات الصيف من...‎""‎",23855455851640516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"المنشور: ‏""‏لو زهقت من الكورسات او عندك عقدة.. مركز المتحدة...‏""‏",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-07-15,-,-,-,0,0,,,,,0,0,0,,,,23856549981060516,"المنشور: ‏""‏لو زهقت من الكورسات او عندك عقدة.. مركز المتحدة...‏""‏",23856549980830516,"المنشور: ‏""‏لو زهقت من الكورسات او عندك عقدة.. مركز المتحدة...‏""‏",23856549980910516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",not_delivering,7-day click or 1-day view,,,0,0,,Using campaign budget,0,0,2023-04-18,-,-,-,0,0,,,,,0,0,0,,,,23853645612050516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645611910516,"Post: ‎""‎سجل معانا كورسات هندسية بعد العيد .. واستفيد...‎""‎",23853645612010516,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Messages,
New Ad 29-8-2024,not_delivering,7-day click or 1-day view,,,0,0,,180,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,,,120211452996030517,New 29-8-2024 Offers,120211452996040517,New Offers 29-8-2024,120211452996050517,2025-03-01,2025-03-31,0,ABSOLUTE_OCPM,Engagement,
